communityname,state,lat,lng
Gainesvillecity,TX,33.6259414,-97.1333453
PortAngelescity,WA,48.118146,-123.4307413
Modestocity,CA,37.6390972,-120.9968782
Shivelycity,KY,38.2000701,-85.8227413
Plainstownship,PA,41.2753589,-75.8501955
Galvestoncity,TX,29.299328,-94.7945882
Flinttownship,MI,43.0171773,-83.7236024
Saratogacity,CA,48.9596878,-125.4335858
Berkleycity,MI,42.5030909,-83.1835389
VentnorCitycity,NJ,39.3405045,-74.4773916
Vacavillecity,CA,38.3565773,-121.9877444
Amescity,IA,42.0267703,-93.6170554
SouthSaltLakecity,UT,40.7074741,-111.8882709
Guilfordtown,CT,41.2889866,-72.6817616
Saugustown,MA,42.4648183,-71.010051
Alexandriacity,VA,38.8051095,-77.0470229
Caycecity,SC,33.9657091,-81.0739827
Leesburgtown,VA,39.1154496,-77.5645446
Rowlettcity,TX,32.9029017,-96.56388
Nutleytownship,NJ,40.8223223,-74.1598663
Kelsocity,WA,46.1420334,-122.9060318
Donnacity,TX,26.1702082,-98.0522376
Hollywoodcity,FL,26.0112014,-80.1494901
Pittsburghcity,PA,40.4416941,-79.9900861
Wethersfieldtown,CT,41.6994749,-72.6692476
Florencecity,KY,38.9989499,-84.6266111
Whitehallborough,PA,40.27245,-76.90567
Cliftoncity,NJ,40.8584328,-74.1637553
Plymouthtown,MA,41.9583799,-70.6673851
FortCollinscity,CO,40.5508527,-105.0668085
Lincolntown,RI,41.9529237,-71.4663863
Rosemeadcity,CA,34.0676169,-118.0879763
Ashlandcity,OR,42.1972487,-122.7153995
MiamiShoresvillage,FL,25.562153,-80.392688
OaklandParkcity,FL,26.1801443,-80.1372006
NewCastlecity,IN,39.9289351,-85.3702477
Plainviewcity,TX,34.1847936,-101.7068417
Laconiacity,NH,43.5278546,-71.470351
Franklintown,MA,42.5896205,-72.6110645
Wilkinsburgborough,PA,40.452765,-79.876001
Pecoscity,TX,30.7857437,-102.8065415
BattleCreekcity,MI,42.3192548,-85.1824269
Clearfieldcity,UT,41.1134756,-112.0244382
PompanoBeachcity,FL,26.2378597,-80.1247667
Warwicktownship,PA,40.1650973,-75.7838155
Westfordtown,MA,42.5792583,-71.4378411
WarrensvilleHeightscity,OH,41.43535,-81.514824
Alvincity,TX,29.4238472,-95.2441009
Everettcity,WA,47.9673056,-122.2013998
Beavertoncity,OR,45.4871723,-122.8037804
Wilmingtoncity,OH,39.4453393,-83.8285375
Alabastercity,AL,33.2442813,-86.8163773
Martinsvillecity,IN,39.4278253,-86.428328
PomptonLakesborough,NJ,41.001653,-74.290523
Amarillocity,TX,35.2072185,-101.8338246
Bethlehemcity,PA,-1.45056,-48.4682453
Coltoncity,CA,34.0739016,-117.3136547
Middletowntownship,PA,9.2820828,-79.9193666
Daphnecity,AL,30.6035255,-87.9036047
Chesterfieldtownship,MI,42.648424,-83.423096
LowerMakefieldtownship,PA,40.2312713,-74.8467024
GardenGrovecity,CA,49.5091225,-96.8780139
Bridgewatertownship,NJ,40.5599398,-74.5518982
SanFernandocity,CA,34.28497,-118.437652
Radnortownship,PA,40.0463001,-75.3595487
Hendersoncity,KY,37.76721,-87.5573742
Alliancecity,OH,40.9153362,-81.1059309
Andovertown,MA,42.65717,-71.1408776
Stocktoncity,CA,49.583333,-99.45
Windhamtown,ME,43.8342433,-70.4383871
Ferndalecity,MI,42.4605917,-83.1346478
Ephrataborough,PA,40.27245,-76.90567
Albioncity,MI,42.243097,-84.7530304
Bridgetoncity,MO,38.7669954,-90.4115057
Prescottcity,AZ,34.5399962,-112.4687616
Delanocity,CA,35.7688425,-119.2470536
Athenscity,AL,34.8283825,-86.9171338
OakCreekcity,WI,42.8858503,-87.8631362
EastRidgecity,TN,35.0142412,-85.2519003
Livoniacity,MI,42.36837,-83.3527097
Eurekacity,CA,40.7850348,-124.2189434
Escondidocity,CA,33.1216751,-117.0814849
CocoaBeachcity,FL,28.3298487,-80.6205466
ArroyoGrandecity,CA,35.1185869,-120.5907252
Shorewoodvillage,WI,44.50024,-90.00041
Ocoeecity,FL,28.537782,-81.5448362
SealBeachcity,CA,33.7423967,-118.1055926
Romecity,NY,43.2128473,-75.4557304
Beckleycity,WV,37.7781702,-81.1881557
Anaheimcity,CA,33.8347516,-117.911732
Greenburghtown,NY,41.0309365,-73.8391706
LakeJacksoncity,TX,29.0338575,-95.4343859
Paramountcity,CA,33.898917,-118.171005
Fairmontcity,WV,39.4850848,-80.1425781
Herefordcity,TX,34.8245521,-102.398778
Edinacity,MN,44.8897027,-93.3501222
WestDeptfordtownship,NJ,39.8271755,-75.1235892
Gardnercity,MA,42.5750883,-71.998133
Scherervilletown,IN,41.4789246,-87.4547605
VanBurencity,AR,35.4444142,-94.3509143
Piquacity,OH,40.1447732,-84.2424449
InverGroveHeightscity,MN,44.8479039,-93.0428119
Coventrytown,CT,41.7700987,-72.3050803
SanClementecity,CA,33.4270275,-117.6124179
Salemcity,MA,42.5195292,-70.8967226
Lakewoodcity,CO,39.6311085,-105.1100582
Miamicity,FL,25.7742658,-80.1936589
Manalapantownship,NJ,40.2852895,-74.333495
Narragansetttown,RI,41.4501021,-71.4495005
Monroecity,NC,34.9854275,-80.5495112
BayCitycity,TX,28.9827565,-95.969402
Nederlandcity,TX,29.9743803,-93.9923965
Coatesvillecity,PA,39.9831616,-75.8238355
Fitchburgcity,WI,43.0020919,-89.423817
Calntownship,PA,39.9909398,-75.7802235
Albuquerquecity,NM,35.0841034,-106.6509851
PalmBeachGardenscity,FL,26.8418256,-80.1359069
Milfordtown,MA,42.1398188,-71.516174
Arcatacity,CA,40.866517,-124.08284
UnionCitycity,CA,37.5963232,-122.0816297
Opelikacity,AL,32.72667,-85.392493
Middletowntown,CT,54.1784646,-4.5144795
Dublincity,OH,40.0992294,-83.1140771
Parsippany-TroyHillstownship,NJ,40.8646542,-74.4157768
RanchoPalosVerdescity,CA,33.7483311,-118.3707683
Gulfportcity,FL,27.746197,-82.712723
Claremontcity,NH,43.377105,-72.347031
Vancouvercity,WA,45.6306954,-122.6744557
Plainfieldcity,NJ,40.6337136,-74.4073737
Edgewatercity,FL,28.9616138,-80.9850447
Sandwichtown,MA,41.7579043,-70.4968152
NewLondontown,CT,41.3556187,-72.0997804
TempleCitycity,CA,34.1082994,-118.0577568
Brandoncity,MS,32.2731475,-89.9868058
Hamtramckcity,MI,42.3928151,-83.0496438
Branchburgtownship,NJ,40.0757384,-74.4041622
Durhamtown,NH,43.134564,-70.927048
EastLongmeadowtown,MA,42.0645396,-72.5125863
Middlesexborough,NJ,40.16706,-74.49987
Brentwoodborough,PA,40.384283,-79.977451
MissouriCitycity,TX,29.6185669,-95.5377215
Newarkcity,CA,42.972978,-80.6953669
SouthCharlestoncity,WV,38.368429,-81.69957
Sunnyvalecity,CA,37.3688301,-122.0363496
Ocalacity,FL,29.1871986,-82.1400923
Mahwahtownship,NJ,41.0887072,-74.1437552
Scottsdalecity,AZ,33.4942189,-111.9260184
Pequannocktownship,NJ,40.9600102,-74.2974765
Midlandcity,TX,31.9973662,-102.0779482
Voorheestownship,NJ,39.841635,-74.9376854
Snellvillecity,GA,33.857328,-84.0199108
DelRiocity,TX,29.3655405,-100.8946984
SouthOgdencity,UT,41.1918934,-111.9713429
CedarCitycity,UT,37.6774238,-113.0618277
Augustacity,ME,44.310583,-69.779663
PacificGrovecity,CA,36.6174432,-121.9155906
SanMarcoscity,TX,29.8826436,-97.9405828
Mansfieldcity,TX,32.5631924,-97.1416768
Newtowntown,CT,41.6500201,-72.7342163
Waxahachiecity,TX,32.3944908,-96.8439365
LakeStationcity,IN,41.5750369,-87.2389246
RohnertParkcity,CA,38.3396367,-122.7010984
Bartlettvillage,IL,41.988323,-88.184313
Auburncity,WA,47.3075369,-122.2301808
Lewisvillecity,TX,33.046233,-96.994174
Springfieldcity,OR,44.0462362,-123.0220289
Georgetowncity,TX,30.9718548,-96.1091242
GardenCitycity,MI,42.3255929,-83.3310422
Betheltown,CT,41.3712063,-73.4140097
Decaturcity,AL,34.61881,-87.0515069
NewBerncity,NC,35.1084931,-77.0441143
Huntsvillecity,AL,34.729847,-86.5859011
Waterloocity,IA,42.4979693,-92.3329637
Murraycity,KY,36.6103334,-88.314761
Melbournecity,FL,28.0836269,-80.6081089
Maumeecity,OH,41.5628294,-83.6538244
Watsonvillecity,CA,36.9092773,-121.7529071
FondduLaccity,WI,43.771934,-88.433831
WestBloomfieldtownship,MI,36.7529272,-107.9840593
Tenaflyborough,NJ,40.16706,-74.49987
Bloomfieldtown,CT,41.826488,-72.7300945
Bogalusacity,LA,30.7910204,-89.8486858
LiveOakcity,TX,28.2678746,-98.101923
ColoradoSpringsdivision,CO,38.832526,-104.825489
Keansburgborough,NJ,40.282392,-74.304631
CollegeStationcity,TX,30.5955289,-96.3071042
Westwoodtown,MA,42.2139873,-71.2244987
Plymouthtownship,MI,42.3712,-83.4675021
Havelockcity,NC,34.8785,-76.9014457
Borgercity,TX,35.6678204,-101.3973876
Chaskacity,MN,44.7894072,-93.6021791
Dunmoreborough,PA,40.27245,-76.90567
Ecorsecity,MI,42.2444833,-83.145757
Dubuquecity,IA,42.5006217,-90.6647967
Woburncity,MA,42.4792618,-71.1522766
Cerescity,CA,45.481855,-71.2151296
CorpusChristicity,TX,27.7477253,-97.4014129
Winnetkavillage,IL,40.00032,-89.25037
Waterfordtown,CT,41.358659,-72.1519367
Petalumacity,CA,38.270022,-122.6061224
Westerlytown,RI,41.3775996,-71.8272911
OceanCitycity,NJ,39.2776156,-74.5746001
Emmausborough,PA,40.27245,-76.90567
Anokacity,MN,45.1977428,-93.3871758
Gainesvillecity,FL,29.6519684,-82.3249846
Plantationcity,FL,26.1265258,-80.2578612
BaldwinParkcity,CA,43.5272291,-79.8766719
Elkhartcity,IN,41.6012796,-85.8590603
Riversidecity,CA,50.481292,-108.2892248
Naugatucktown,CT,41.4860186,-73.0509432
Pembertontownship,NJ,39.971561,-74.6852159
LittleFallstownship,NJ,40.8689882,-74.2082011
Faribaultcity,MN,43.6647961,-93.9510501
Loraincity,OH,41.4673238,-82.1781904
Mansfieldcity,OH,40.75839,-82.5154471
Hurontownship,MI,43.8385749,-83.0221987
WestNewYorktown,NJ,40.785529,-74.0083003
Fayettevillecity,NC,35.0525759,-78.878292
ElmwoodParkborough,NJ,40.912493,-74.13241
Stroudtownship,PA,33.0548446,-85.3307802
Warsawcity,IN,41.2381017,-85.8530544
MountVernoncity,WA,48.4200462,-122.32642
SiouxFallscity,SD,43.5499749,-96.700327
Greenevilletown,TN,36.1631575,-82.8309861
Chesapeakecity,VA,36.7183708,-76.2466798
HighPointcity,NC,35.9556924,-80.0053176
Alamogordocity,NM,32.8997997,-105.9603398
RockyHilltown,CT,41.6648216,-72.6392587
Millingtoncity,TN,35.3414745,-89.8973084
Sacocity,ME,43.5009176,-70.4428286
SevenHillscity,OH,41.3953304,-81.6762392
Charlestoncity,WV,38.3505995,-81.6332812
Westontown,MA,42.3667625,-71.3031132
Nilestownship,MI,41.8297694,-86.2541768
Delawarecity,OH,40.2986724,-83.067965
Staffordtownship,NJ,39.7114651,-74.2779616
Erlangercity,KY,39.0167275,-84.6007773
Natchezcity,MS,31.5604442,-91.403171
NorthReadingtown,MA,42.5750939,-71.0786653
Westminstercity,CA,42.8864294,-81.2392213
Vernoncity,TX,34.1513105,-99.2860857
Edmondscity,WA,47.8105738,-122.3774952
Steubenvillecity,OH,40.3697905,-80.6339638
Florencecity,SC,34.1984435,-79.7671658
Chinocity,CA,34.0133561,-117.690075
Ogdensburgcity,NY,44.694285,-75.486374
Portsmouthcity,VA,36.8678592,-76.3755985
Ludlowtown,MA,42.1600936,-72.475919
Hallandalecity,FL,25.9856006,-80.1399967
Goodlettsvillecity,TN,36.3231067,-86.7133302
Montgomerycity,AL,32.3669656,-86.3006485
Randolphtownship,NJ,40.844265,-74.5857218
LaMesacity,CA,32.7678288,-117.0230839
Montebellocity,CA,45.6512171,-74.942673
NewBerlincity,WI,42.976453,-88.1090391
Arkadelphiacity,AR,34.1209292,-93.053784
Shrewsburytown,MA,42.29709,-71.7139338
Dartmouthtown,MA,41.6332267,-70.9879928
NewCanaantown,CT,41.1458207,-73.4963532
BrighamCitycity,UT,41.5103717,-112.0155619
Clevelandcity,TN,35.1595182,-84.8766115
Carpinteriacity,CA,34.3988838,-119.5184564
Salinascity,CA,36.6744117,-121.6550372
Oviedocity,FL,28.6593925,-81.2046905
PalisadesParkborough,NJ,40.84983,-73.99651
Plainsborotownship,NJ,40.3334409,-74.6004341
Saginawcity,MI,43.4200387,-83.9490365
Vallejocity,CA,38.1040864,-122.2566367
ElCampocity,TX,29.1966405,-96.2696867
Lancastercity,CA,45.1412662,-74.4999495
CommerceCitycity,CO,39.8083196,-104.9338675
GrantsPasscity,OR,42.4393707,-123.3272489
SanBenitocity,TX,26.1326237,-97.630791
Cantontown,MA,42.1584324,-71.1447732
Polandtownship,OH,41.024226,-80.614795
Evansvillecity,IN,37.9747645,-87.5558483
Tylercity,TX,32.3512601,-95.3010624
Burbankcity,CA,34.1816482,-118.3258554
Newarkcity,OH,40.0581205,-82.4012643
Gretnacity,LA,29.9146493,-90.0539604
MiamiBeachcity,FL,25.7929198,-80.1353006
Uplandcity,CA,45.5507602,-73.7271404
Girardcity,OH,41.153947,-80.701466
Shreveportcity,LA,32.5221828,-93.7651944
Brownstowntownship,MI,46.4521012,-86.8872773
Rollacity,MO,37.9509324,-91.7708076
Weehawkentownship,NJ,40.7695457,-74.0204177
Nashuacity,NH,42.7653662,-71.467566
Greensborocity,NC,36.0726355,-79.7919754
Somersetcity,KY,37.0920222,-84.6041084
Canandaiguacity,NY,42.8858579,-77.2799761
Blacksburgtown,VA,37.2296566,-80.4136767
Indianapoliscity,IN,39.7683331,-86.1583502
Berwickborough,PA,40.27245,-76.90567
Owatonnacity,MN,44.0839937,-93.2261076
ChulaVistacity,CA,32.6400541,-117.0841955
Griffithtown,IN,41.534507,-87.4255305
Brookfieldtown,CT,41.4825947,-73.4095652
Victorvillecity,CA,34.5361067,-117.2911565
Valparaisocity,IN,41.4730948,-87.0611412
AsburyParkcity,NJ,40.2203907,-74.0120817
Bournetown,MA,41.7412166,-70.5989196
Avontown,CT,41.8098209,-72.8306541
MossPointcity,MS,30.4115881,-88.5344601
Naticktown,MA,42.2836393,-71.346996
Levellandcity,TX,33.5873164,-102.37796
Russellvillecity,AR,35.2784173,-93.1337856
Clevelandcity,OH,41.5051613,-81.6934446
Pueblocity,CO,38.2544472,-104.609141
Oakdalecity,MN,44.991003,-92.964374
SantaClaracity,CA,37.3541132,-121.9551744
EauClairecity,WI,44.811349,-91.4984941
SantaAnacity,CA,33.7494951,-117.8732213
LakeHavasuCitycity,AZ,34.4838502,-114.3224495
DePerecity,WI,44.4487476,-88.0601086
Sharontown,MA,42.1237102,-71.1786627
Temeculacity,CA,33.4946353,-117.1473661
Sapulpacity,OK,36.0005035,-96.1049612
WestAlliscity,WI,43.0166806,-88.0070315
Casselberrycity,FL,28.654276,-81.3237907
Bentoncity,AR,36.3456186,-94.2670404
Sunrisecity,FL,26.1482449,-80.3288859
Glendalecity,AZ,33.5386858,-112.1859941
Hickorycity,NC,35.7333312,-81.3442915
Pascagoulacity,MS,30.3646795,-88.5585995
Barstowcity,CA,34.8957684,-117.0172077
HuberHeightscity,OH,39.8590241,-84.111363
Carrolltoncity,TX,32.9537349,-96.8902816
Tularecity,CA,36.2516475,-118.852583
VirginiaBeachcity,VA,36.8529841,-75.9774183
WarnerRobinscity,GA,32.6200973,-83.606568
Longwoodcity,FL,28.7007225,-81.349278
Phoenixcity,AZ,33.4484367,-112.0741417
Thomasvillecity,NC,35.8831786,-80.081817
Plymouthtown,CT,41.6720418,-73.0528853
Readingtontownship,NJ,40.5687141,-74.7376619
BedfordHeightscity,OH,41.4143826,-81.5061146
Hillsboroughtown,CA,45.9228677,-64.6455554
HuntingtonParkcity,CA,33.9827043,-118.2120343
Gallatincity,TN,36.3883031,-86.4475898
NewMilfordborough,NJ,40.942797,-74.02311
Magnoliacity,AR,-38.3635737,-59.1502404
Concordcity,NH,43.207178,-71.537476
SafetyHarborcity,FL,27.9908529,-82.6931553
Yakimacity,WA,46.601557,-120.5108421
Middletowncity,OH,39.71166,-82.596246
Springfieldtownship,NJ,40.698551,-74.3328478
Lafayettecity,IN,40.4167022,-86.8752869
CherryHilltownship,NJ,39.9348351,-75.0307264
Tauntoncity,MA,41.8946107,-71.11113
Oremcity,UT,40.2971825,-111.694943
UniversityParkcity,TX,32.851034,-96.7925796
Woodwardcity,OK,36.374499,-99.2455382
ColumbiaHeightscity,MN,45.0460458,-93.2517802
LaQuintacity,CA,33.6636543,-116.2777025
Walpoletown,MA,42.1417653,-71.2494985
Thomastownship,MI,42.8794736,-83.2971639
Decaturcity,GA,33.7737582,-84.296069
Holbrooktown,MA,42.1552232,-71.008958
Fairbankscity,AK,64.837845,-147.716675
Berlincity,NH,44.469071,-71.185226
Manchestertown,CT,41.7834017,-72.5231973
FortMyerscity,FL,26.640628,-81.8723084
Whitehalltownship,PA,40.6574781,-75.5074646
Marbleheadtown,MA,42.500096,-70.8578253
Enidcity,OK,36.3967623,-97.8791341
SantaClaritacity,CA,34.3916641,-118.542586
Lawtoncity,OK,34.6086854,-98.3903305
EastNorritontownship,PA,40.1517741,-75.3365695
Milfordtown,NH,42.8353641,-71.6489604
Dovercity,NH,43.198057,-70.8739158
Oswegocity,NY,43.4112973,-76.1279841
Stillwatercity,MN,45.0564041,-92.8134982
Yorktownship,PA,39.9067499,-76.7008946
Yorktowntown,NY,40.7412359,-73.3566912
Urbandalecity,IA,41.6274552,-93.7380624
Neptunetownship,NJ,40.2239981,-74.0478216
JohnsonCitycity,TN,36.3134398,-82.3534728
VanBurentownship,MI,42.2710763,-86.013973
NetherProvidencetownship,PA,39.9004369,-75.3696244
Oleancity,NY,42.077565,-78.4297419
Richardsoncity,TX,32.9481789,-96.7297206
Ukiahcity,CA,39.1501662,-123.2077861
ShakerHeightscity,OH,41.4739419,-81.5370671
Rosevillecity,MI,42.4972583,-82.9371409
Altuscity,OK,34.6381255,-99.3339754
Nogalescity,AZ,31.3402134,-110.9360818
Dedhamtown,MA,42.2489143,-71.1755732
Seattlecity,WA,47.6038321,-122.3300624
Bristoltown,CT,41.6735209,-72.9464859
Wilmettevillage,IL,40.00032,-89.25037
SiouxCitycity,IA,42.4966815,-96.4058782
EastBridgewatertown,MA,42.0334341,-70.9592096
Londonderrytown,NH,42.8650869,-71.3739532
Pasadenacity,TX,29.6910625,-95.2091006
EastLansingcity,MI,42.7355416,-84.4852469
Hopatcongborough,NJ,40.930281,-74.634435
Viennacity,WV,39.3208866,-81.5512639
FlowerMoundtown,TX,33.0283854,-97.0867203
Derbytown,CT,41.3223611,-73.0890324
Gladstonecity,MO,39.2214765,-94.5719748
SilverCitytown,NM,32.7725053,-108.2793701
Overlandcity,MO,38.7011626,-90.3623381
Lafayettecity,CA,37.8857582,-122.1180201
Vicksburgcity,MS,32.3528418,-90.8777342
Starkvillecity,MS,33.4503998,-88.8183872
CrystalLakecity,IL,42.2411344,-88.3161965
Wilmingtontown,MA,42.5464828,-71.1736669
Greenwoodcity,IN,39.6136578,-86.1066526
SanDimascity,CA,34.1066756,-117.8067257
Maryvillecity,MO,40.3461017,-94.8724707
Burtoncity,MI,42.9994718,-83.6163424
Statesborocity,GA,32.4490141,-81.7832912
Grenadacity,MS,33.772401,-89.7674875
Longmontcity,CO,40.1672117,-105.1019287
Rockawaytownship,NJ,40.9012101,-74.5143232
Kennettcity,MO,36.2381082,-90.0551598
Jacksoncity,TN,35.6144446,-88.8177418
PalmDesertcity,CA,33.7407996,-116.3693698
Phoenixvilleborough,PA,40.9067839,-79.218463
Princetontownship,NJ,40.3492744,-74.6592958
Herculescity,CA,38.0171441,-122.2885808
Wyckofftownship,NJ,41.0095417,-74.1729222
LittleEggHarbortownship,NJ,39.6452742,-74.366968
Teanecktownship,NJ,40.8860164,-74.0072568
Edinburgcity,TX,26.3013982,-98.1624501
Hillsborocity,OR,45.5228939,-122.989827
PortHuenemecity,CA,34.1477829,-119.1951074
Tuscaloosacity,AL,33.2095614,-87.5675258
Madisoncity,AL,34.7736807,-86.5675095
Hammontontown,NJ,39.6365056,-74.8023853
WestMilfordtownship,NJ,41.1312069,-74.3673748
FallRivercity,MA,41.7010642,-71.1546367
EggHarbortownship,NJ,39.3618588,-74.5820136
Brightoncity,CO,39.9069907,-104.8374064
Lawndalecity,CA,33.887728,-118.3652313
Puyallupcity,WA,47.1849009,-122.2921406
Weatherfordcity,TX,32.7589648,-97.7970748
Duncancity,OK,34.5023029,-97.9578129
WestHaventown,CT,41.2706527,-72.9470471
Willistoncity,ND,48.1465457,-103.621814
Manvilleborough,NJ,40.865013,-74.743062
Mercedcity,CA,37.1641544,-120.7678602
Pinevillecity,LA,31.3224044,-92.4343035
Yucaipacity,CA,34.040931,-117.0516714
Beevillecity,TX,28.4008319,-97.7483312
WestSacramentocity,CA,38.5804609,-121.530234
